entidad_ocurrencia,sexo_cat,edad_anios,grupo_edad,conindig_cat,afromex_cat,nacionalidad_cat,lugar_ocurrencia,area_ur_cat
Baja California,Hombre,35,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,No especificado,NA,Edad no especificada,No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,35,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,45,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,35,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,40,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,35,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,45,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Mujer,30,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,60,Adultos mayores (60+),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,50,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,55,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Mujer,40,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,45,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,45,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,45,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,35,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Mujer,30,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
No especificada,Hombre,25,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,40,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,50,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,35,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Mujer,45,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Mujer,30,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Mujer,50,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Mujer,40,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Mujer,35,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,40,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Mujer,55,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,No especificado,NA,Edad no especificada,No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,65,Adultos mayores (60+),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,40,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,40,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,55,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,35,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Mujer,45,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Mujer,35,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Baja California,Hombre,40,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,45,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,50,Adultos (36–59),No especificada,No especificada,No especificada,Escuela u oficina pública,No especificada
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,35,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,35,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,45,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,35,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,45,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,35,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,35,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,55,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,35,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,35,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,40,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,55,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,25,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,45,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,35,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,39,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,35,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,20,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,22,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,35,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,40,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,40,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,60,Adultos mayores (60+),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,40,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Hombre,35,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Baja California,Mujer,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Baja California,Mujer,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
No especificada,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),Urbana
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Baja California,No especificado,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Baja California,No especificado,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Baja California,Hombre,55,Adultos (36–59),No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Baja California,Mujer,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Baja California,Mujer,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Baja California,Mujer,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Baja California,Mujer,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Baja California,No especificado,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
No especificada,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Baja California,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
